school_name,school_code,authorizer,model_type,operating_school_year,accountability_reporting_year,legal_charter,grade_9_count,grade_10_count,grade_11_count,grade_12_count,has_grade_12,acgr_row_exists,include_in_charter_grad_universe,exclusion_reason,confidence,source_file,source_url,date_accessed
SLAM NV,,State Public Charter School Authority,brick_and_mortar,2018-19,2019-20,yes,,,,,no,no,no,no_grade_12_or_no_acgr,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2018-2019.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2018-2019.pdf,2026-06-06
Somerset Losee,,State Public Charter School Authority,brick_and_mortar,2018-19,2019-20,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2018-2019.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2018-2019.pdf,2026-06-06
Somerset Sky Pointe,,State Public Charter School Authority,brick_and_mortar,2018-19,2019-20,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2018-2019.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2018-2019.pdf,2026-06-06
Academy for Career Education Charter,16608,Washoe County School District,brick_and_mortar,2018-19,2019-20,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2018-2019.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2018-2019.pdf,2026-06-06
Coral Academy of Science Charter,16312,Washoe County School District,brick_and_mortar,2018-19,2019-20,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2018-2019.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2018-2019.pdf,2026-06-06
ICDA Charter HS,16604,Washoe County School District,alternative,2018-19,2019-20,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2018-2019.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2018-2019.pdf,2026-06-06
North Star Online School,16923,Washoe County School District,non_charter_excluded,2018-19,2019-20,no,,,,,yes,yes,no,district-operated option school,high,Nevada_ReportCard_ACGR_school_level_export_2013_14_to_2024_25.csv,https://nevadareportcard.nv.gov/DI/main/cohort4yr,2026-06-06
Rainshadow CCHS,16610,Washoe County School District,alternative,2018-19,2019-20,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2018-2019.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2018-2019.pdf,2026-06-06
Explore Knowledge Academy J-SHS,02616,Clark County School District,brick_and_mortar,2019-20,2020-21,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2019-20.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2019-20.pdf,2026-06-06
Innovations Int'l Charter J-SHS,02363,Clark County School District,brick_and_mortar,2019-20,2020-21,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2019-20.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2019-20.pdf,2026-06-06
Odyssey Charter Schools 9-12 HS,02614,Clark County School District,brick_and_mortar,2019-20,2020-21,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2019-20.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2019-20.pdf,2026-06-06
The Delta Academy J-SHS,02621,Clark County School District,brick_and_mortar,2019-20,2020-21,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2019-20.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2019-20.pdf,2026-06-06
Independence High School,79903,Correctional LEA,non_charter_excluded,2019-20,2020-21,no,,,,,yes,yes,no,correctional LEA school,high,Nevada_ReportCard_ACGR_school_level_export_2013_14_to_2024_25.csv,https://nevadareportcard.nv.gov/DI/main/cohort4yr,2026-06-06
Northeastern Nevada Virtual Academy,04610,Elko County School District / district-operated virtual,non_charter_excluded,2019-20,2020-21,no,,,,,yes,yes,no,district-operated virtual program,high,Nevada_ReportCard_ACGR_school_level_export_2013_14_to_2024_25.csv,https://nevadareportcard.nv.gov/DI/main/cohort4yr,2026-06-06
Alpine Acad,,State Public Charter School Authority,alternative,2019-20,2020-21,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2019-20.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2019-20.pdf,2026-06-06
Amplus Durango,,State Public Charter School Authority,brick_and_mortar,2019-20,2020-21,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2019-20.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2019-20.pdf,2026-06-06
Argent Preparatory Academy,,State Public Charter School Authority,brick_and_mortar,2019-20,2020-21,yes,,,,,no,no,no,school_not_operating,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2019-20.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2019-20.pdf,2026-06-06
Beacon Acad,,State Public Charter School Authority,alternative,2019-20,2020-21,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2019-20.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2019-20.pdf,2026-06-06
CASLV Sandy Ridge,,State Public Charter School Authority,brick_and_mortar,2019-20,2020-21,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2019-20.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2019-20.pdf,2026-06-06
Democracy Prep,,State Public Charter School Authority,brick_and_mortar,2019-20,2020-21,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2019-20.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2019-20.pdf,2026-06-06
Doral Red Rock,,State Public Charter School Authority,brick_and_mortar,2019-20,2020-21,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2019-20.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2019-20.pdf,2026-06-06
Equipo Acad,,State Public Charter School Authority,alternative,2019-20,2020-21,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2019-20.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2019-20.pdf,2026-06-06
Founders Acad,,State Public Charter School Authority,brick_and_mortar,2019-20,2020-21,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2019-20.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2019-20.pdf,2026-06-06
Leadership Acad,,State Public Charter School Authority,alternative,2019-20,2020-21,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2019-20.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2019-20.pdf,2026-06-06
NSHS Downtown,,State Public Charter School Authority,brick_and_mortar,2019-20,2020-21,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2019-20.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2019-20.pdf,2026-06-06
NSHS Dtwn Henderson,,State Public Charter School Authority,brick_and_mortar,2019-20,2020-21,yes,,,,,no,no,no,no_grade_12_or_no_acgr,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2019-20.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2019-20.pdf,2026-06-06
NSHS Henderson,,State Public Charter School Authority,brick_and_mortar,2019-20,2020-21,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2019-20.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2019-20.pdf,2026-06-06
NSHS Meadowwood,,State Public Charter School Authority,brick_and_mortar,2019-20,2020-21,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2019-20.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2019-20.pdf,2026-06-06
NSHS North Las Vegas,,State Public Charter School Authority,brick_and_mortar,2019-20,2020-21,yes,,,,,no,no,no,no_grade_12_or_no_acgr,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2019-20.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2019-20.pdf,2026-06-06
NSHS Northwest,,State Public Charter School Authority,brick_and_mortar,2019-20,2020-21,yes,,,,,no,no,no,no_grade_12_or_no_acgr,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2019-20.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2019-20.pdf,2026-06-06
NSHS Southwest,,State Public Charter School Authority,brick_and_mortar,2019-20,2020-21,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2019-20.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2019-20.pdf,2026-06-06
NSHS Summerlin,,State Public Charter School Authority,brick_and_mortar,2019-20,2020-21,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2019-20.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2019-20.pdf,2026-06-06
NSHS Sunrise,,State Public Charter School Authority,brick_and_mortar,2019-20,2020-21,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2019-20.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2019-20.pdf,2026-06-06
Nevada Connections Acad,,State Public Charter School Authority,statewide_online,2019-20,2020-21,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2019-20.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2019-20.pdf,2026-06-06
Nevada Virtual Charter,,State Public Charter School Authority,statewide_online,2019-20,2020-21,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2019-20.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2019-20.pdf,2026-06-06
Oasis Acad,,State Public Charter School Authority,brick_and_mortar,2019-20,2020-21,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2019-20.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2019-20.pdf,2026-06-06
Pinecrest Cadence,,State Public Charter School Authority,brick_and_mortar,2019-20,2020-21,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2019-20.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2019-20.pdf,2026-06-06
Pinecrest Sloan Canyon,,State Public Charter School Authority,brick_and_mortar,2019-20,2020-21,yes,,,,,no,no,no,no_grade_12_or_no_acgr,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2019-20.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2019-20.pdf,2026-06-06
SLAM NV,,State Public Charter School Authority,brick_and_mortar,2019-20,2020-21,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2019-20.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2019-20.pdf,2026-06-06
Somerset Losee,,State Public Charter School Authority,brick_and_mortar,2019-20,2020-21,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2019-20.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2019-20.pdf,2026-06-06
Somerset Sky Pointe,,State Public Charter School Authority,brick_and_mortar,2019-20,2020-21,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2019-20.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2019-20.pdf,2026-06-06
Academy for Career Education Charter,16608,Washoe County School District,brick_and_mortar,2019-20,2020-21,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2019-20.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2019-20.pdf,2026-06-06
Coral Academy of Science Charter,16312,Washoe County School District,brick_and_mortar,2019-20,2020-21,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2019-20.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2019-20.pdf,2026-06-06
ICDA Charter HS,16604,Washoe County School District,alternative,2019-20,2020-21,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2019-20.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2019-20.pdf,2026-06-06
NORTH STAR ONLINE SCHOOL,16923,Washoe County School District,non_charter_excluded,2019-20,2020-21,no,,,,,yes,yes,no,district-operated option school,high,Nevada_ReportCard_ACGR_school_level_export_2013_14_to_2024_25.csv,https://nevadareportcard.nv.gov/DI/main/cohort4yr,2026-06-06
Rainshadow CCHS,16610,Washoe County School District,alternative,2019-20,2020-21,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2019-20.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2019-20.pdf,2026-06-06
Explore Knowledge Academy J-SHS,02616,Clark County School District,brick_and_mortar,2020-21,2021-22,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2020-21.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2020-21.pdf,2026-06-06
Innovations Int'l Charter J-SHS,02363,Clark County School District,brick_and_mortar,2020-21,2021-22,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2020-21.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2020-21.pdf,2026-06-06
Odyssey Charter Schools 9-12 HS,02614,Clark County School District,brick_and_mortar,2020-21,2021-22,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2020-21.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2020-21.pdf,2026-06-06
The Delta Academy J-SHS,02621,Clark County School District,brick_and_mortar,2020-21,2021-22,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2020-21.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2020-21.pdf,2026-06-06
Independence High School,79903,Correctional LEA,non_charter_excluded,2020-21,2021-22,no,,,,,yes,yes,no,correctional LEA school,high,Nevada_ReportCard_ACGR_school_level_export_2013_14_to_2024_25.csv,https://nevadareportcard.nv.gov/DI/main/cohort4yr,2026-06-06
Northeastern Nevada Virtual Academy,04610,Elko County School District / district-operated virtual,non_charter_excluded,2020-21,2021-22,no,,,,,yes,yes,no,district-operated virtual program,high,Nevada_ReportCard_ACGR_school_level_export_2013_14_to_2024_25.csv,https://nevadareportcard.nv.gov/DI/main/cohort4yr,2026-06-06
Alpine Acad,,State Public Charter School Authority,alternative,2020-21,2021-22,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2020-21.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2020-21.pdf,2026-06-06
Amplus Durango,,State Public Charter School Authority,brick_and_mortar,2020-21,2021-22,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2020-21.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2020-21.pdf,2026-06-06
Argent Preparatory Academy,,State Public Charter School Authority,brick_and_mortar,2020-21,2021-22,yes,,,,,no,no,no,school_not_operating,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2020-21.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2020-21.pdf,2026-06-06
Beacon Acad,,State Public Charter School Authority,alternative,2020-21,2021-22,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2020-21.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2020-21.pdf,2026-06-06
CASLV Sandy Ridge,,State Public Charter School Authority,brick_and_mortar,2020-21,2021-22,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2020-21.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2020-21.pdf,2026-06-06
Democracy Prep,,State Public Charter School Authority,brick_and_mortar,2020-21,2021-22,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2020-21.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2020-21.pdf,2026-06-06
Doral Red Rock,,State Public Charter School Authority,brick_and_mortar,2020-21,2021-22,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2020-21.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2020-21.pdf,2026-06-06
Equipo Acad,,State Public Charter School Authority,alternative,2020-21,2021-22,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2020-21.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2020-21.pdf,2026-06-06
Founders Acad,,State Public Charter School Authority,brick_and_mortar,2020-21,2021-22,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2020-21.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2020-21.pdf,2026-06-06
Leadership Acad,,State Public Charter School Authority,alternative,2020-21,2021-22,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2020-21.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2020-21.pdf,2026-06-06
NSHS Downtown,,State Public Charter School Authority,brick_and_mortar,2020-21,2021-22,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2020-21.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2020-21.pdf,2026-06-06
NSHS Dtwn Henderson,,State Public Charter School Authority,brick_and_mortar,2020-21,2021-22,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2020-21.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2020-21.pdf,2026-06-06
NSHS Henderson,,State Public Charter School Authority,brick_and_mortar,2020-21,2021-22,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2020-21.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2020-21.pdf,2026-06-06
NSHS Meadowwood,,State Public Charter School Authority,brick_and_mortar,2020-21,2021-22,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2020-21.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2020-21.pdf,2026-06-06
NSHS North Las Vegas,,State Public Charter School Authority,brick_and_mortar,2020-21,2021-22,yes,,,,,no,no,no,no_grade_12_or_no_acgr,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2020-21.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2020-21.pdf,2026-06-06
NSHS Northwest,,State Public Charter School Authority,brick_and_mortar,2020-21,2021-22,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2020-21.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2020-21.pdf,2026-06-06
NSHS Southwest,,State Public Charter School Authority,brick_and_mortar,2020-21,2021-22,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2020-21.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2020-21.pdf,2026-06-06
NSHS Summerlin,,State Public Charter School Authority,brick_and_mortar,2020-21,2021-22,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2020-21.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2020-21.pdf,2026-06-06
NSHS Sunrise,,State Public Charter School Authority,brick_and_mortar,2020-21,2021-22,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2020-21.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2020-21.pdf,2026-06-06
Nevada Connections Acad,,State Public Charter School Authority,statewide_online,2020-21,2021-22,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2020-21.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2020-21.pdf,2026-06-06
Nevada Virtual Charter,,State Public Charter School Authority,statewide_online,2020-21,2021-22,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2020-21.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2020-21.pdf,2026-06-06
Oasis Acad,,State Public Charter School Authority,brick_and_mortar,2020-21,2021-22,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2020-21.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2020-21.pdf,2026-06-06
Pinecrest Cadence,,State Public Charter School Authority,brick_and_mortar,2020-21,2021-22,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2020-21.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2020-21.pdf,2026-06-06
Pinecrest Sloan Canyon,,State Public Charter School Authority,brick_and_mortar,2020-21,2021-22,yes,,,,,no,no,no,no_grade_12_or_no_acgr,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2020-21.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2020-21.pdf,2026-06-06
SLAM NV,,State Public Charter School Authority,brick_and_mortar,2020-21,2021-22,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2020-21.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2020-21.pdf,2026-06-06
Somerset Losee,,State Public Charter School Authority,brick_and_mortar,2020-21,2021-22,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2020-21.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2020-21.pdf,2026-06-06
Somerset Sky Pointe,,State Public Charter School Authority,brick_and_mortar,2020-21,2021-22,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2020-21.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2020-21.pdf,2026-06-06
Academy for Career Education Charter,16608,Washoe County School District,brick_and_mortar,2020-21,2021-22,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2020-21.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2020-21.pdf,2026-06-06
Coral Academy of Science Charter,16312,Washoe County School District,brick_and_mortar,2020-21,2021-22,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2020-21.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2020-21.pdf,2026-06-06
