school_year,accountability_year,district_code,district_name,school_code,school_name,school_type,charter_status,authorizer,school_level_band,star_rating,rating_bucket_5level,rating_bucket_3level,enrollment_k,enrollment_1,enrollment_2,enrollment_3,enrollment_4,enrollment_5,enrollment_6,enrollment_7,enrollment_8,enrollment_9,enrollment_10,enrollment_11,enrollment_12,enrollment_es,enrollment_ms,enrollment_hs,enrollment_total,source_enrollment_file,source_rating_file,join_confidence,notes
2018-19,2018-19,18,State Public Charter School Authority ,44437.2,Mater North NV MS,Charter SPCSA,charter,State Public Charter School Authority,MS,5,5,4-5,50.0,43.0,42.0,31.0,39.0,36.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,241.0,28.0,0.0,28.0,NDE_Validation_Day_Enrollment_2018_19.xlsx,SchoolRatings_MASTER_2018-19.csv,high,standard_reporting
2018-19,2018-19,18,State Public Charter School Authority ,47434.2,SLAM ACAD MS,Charter SPCSA,charter,State Public Charter School Authority,MS,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,189.0,190.0,196.0,153.0,118.0,75.0,0.0,0.0,575.0,346.0,575.0,NDE_Validation_Day_Enrollment_2018_19.xlsx,SchoolRatings_MASTER_2018-19.csv,high,standard_reporting
2018-19,2018-19,18,State Public Charter School Authority ,47434.3,SLAM ACAD HS,Charter SPCSA,charter,State Public Charter School Authority,HS,Not Rated,Not Rated,Not Rated,0.0,0.0,0.0,0.0,0.0,0.0,189.0,190.0,196.0,153.0,118.0,75.0,0.0,0.0,575.0,346.0,346.0,NDE_Validation_Day_Enrollment_2018_19.xlsx,SchoolRatings_MASTER_2018-19.csv,high,standard_reporting
2018-19,2018-19,18,State Public Charter School Authority ,48433.2,Equipo ACAD MS,Zoom SPCSA,charter,State Public Charter School Authority,MS,5,5,4-5,0.0,0.0,0.0,0.0,0.0,0.0,122.0,113.0,113.0,149.0,120.0,73.0,63.0,0.0,348.0,405.0,348.0,NDE_Validation_Day_Enrollment_2018_19.xlsx,SchoolRatings_MASTER_2018-19.csv,high,standard_reporting
2018-19,2018-19,18,State Public Charter School Authority ,48433.3,Equipo ACAD HS,Zoom SPCSA,charter,State Public Charter School Authority,HS,4,4,4-5,0.0,0.0,0.0,0.0,0.0,0.0,122.0,113.0,113.0,149.0,120.0,73.0,63.0,0.0,348.0,405.0,405.0,NDE_Validation_Day_Enrollment_2018_19.xlsx,SchoolRatings_MASTER_2018-19.csv,high,standard_reporting
2018-19,2018-19,18,State Public Charter School Authority ,49432.1,Mater MT Vista ACAD ES,Zoom SPCSA,charter,State Public Charter School Authority,ES,4,4,4-5,104.0,105.0,106.0,104.0,108.0,108.0,123.0,124.0,123.0,0.0,0.0,0.0,0.0,635.0,370.0,0.0,635.0,NDE_Validation_Day_Enrollment_2018_19.xlsx,SchoolRatings_MASTER_2018-19.csv,high,standard_reporting
2018-19,2018-19,18,State Public Charter School Authority ,49432.2,Mater MT Vista ACAD MS,Zoom SPCSA,charter,State Public Charter School Authority,MS,5,5,4-5,104.0,105.0,106.0,104.0,108.0,108.0,123.0,124.0,123.0,0.0,0.0,0.0,0.0,635.0,370.0,0.0,370.0,NDE_Validation_Day_Enrollment_2018_19.xlsx,SchoolRatings_MASTER_2018-19.csv,high,standard_reporting
2018-19,2018-19,18,State Public Charter School Authority ,49433.1,Mater Bonanza ACAD ES,Charter SPCSA,charter,State Public Charter School Authority,ES,3,3,3,99.0,105.0,104.0,103.0,108.0,108.0,119.0,90.0,0.0,0.0,0.0,0.0,0.0,627.0,209.0,0.0,627.0,NDE_Validation_Day_Enrollment_2018_19.xlsx,SchoolRatings_MASTER_2018-19.csv,high,standard_reporting
2018-19,2018-19,18,State Public Charter School Authority ,49433.2,Mater Bonanza ACAD MS,Charter SPCSA,charter,State Public Charter School Authority,MS,4,4,4-5,99.0,105.0,104.0,103.0,108.0,108.0,119.0,90.0,0.0,0.0,0.0,0.0,0.0,627.0,209.0,0.0,209.0,NDE_Validation_Day_Enrollment_2018_19.xlsx,SchoolRatings_MASTER_2018-19.csv,high,standard_reporting
2018-19,2018-19,18,State Public Charter School Authority ,50431.1,American Prep  ACAD ES,Charter SPCSA,charter,State Public Charter School Authority,ES,2,2,1-2,99.0,103.0,99.0,165.0,165.0,166.0,132.0,199.0,198.0,132.0,85.0,66.0,48.0,797.0,529.0,331.0,797.0,NDE_Validation_Day_Enrollment_2018_19.xlsx,SchoolRatings_MASTER_2018-19.csv,high,standard_reporting
2018-19,2018-19,18,State Public Charter School Authority ,50431.2,American Prep  ACAD MS,Charter SPCSA,charter,State Public Charter School Authority,MS,5,5,4-5,99.0,103.0,99.0,165.0,165.0,166.0,132.0,199.0,198.0,132.0,85.0,66.0,48.0,797.0,529.0,331.0,529.0,NDE_Validation_Day_Enrollment_2018_19.xlsx,SchoolRatings_MASTER_2018-19.csv,high,standard_reporting
2018-19,2018-19,18,State Public Charter School Authority ,50431.3,American Prep  ACAD HS,Charter SPCSA,charter,State Public Charter School Authority,HS,2,2,1-2,99.0,103.0,99.0,165.0,165.0,166.0,132.0,199.0,198.0,132.0,85.0,66.0,48.0,797.0,529.0,331.0,331.0,NDE_Validation_Day_Enrollment_2018_19.xlsx,SchoolRatings_MASTER_2018-19.csv,high,standard_reporting
2018-19,2018-19,18,State Public Charter School Authority ,51430.1,Founders ACAD ES,Charter SPCSA,charter,State Public Charter School Authority,ES,4,4,4-5,76.0,81.0,80.0,56.0,56.0,57.0,56.0,56.0,57.0,55.0,39.0,24.0,21.0,406.0,169.0,139.0,406.0,NDE_Validation_Day_Enrollment_2018_19.xlsx,SchoolRatings_MASTER_2018-19.csv,high,standard_reporting
2018-19,2018-19,18,State Public Charter School Authority ,51430.2,Founders ACAD MS,Charter SPCSA,charter,State Public Charter School Authority,MS,5,5,4-5,76.0,81.0,80.0,56.0,56.0,57.0,56.0,56.0,57.0,55.0,39.0,24.0,21.0,406.0,169.0,139.0,169.0,NDE_Validation_Day_Enrollment_2018_19.xlsx,SchoolRatings_MASTER_2018-19.csv,high,standard_reporting
2018-19,2018-19,18,State Public Charter School Authority ,51430.3,Founders ACAD HS,Charter SPCSA,charter,State Public Charter School Authority,HS,3,3,3,76.0,81.0,80.0,56.0,56.0,57.0,56.0,56.0,57.0,55.0,39.0,24.0,21.0,406.0,169.0,139.0,139.0,NDE_Validation_Day_Enrollment_2018_19.xlsx,SchoolRatings_MASTER_2018-19.csv,high,standard_reporting
2018-19,2018-19,18,State Public Charter School Authority ,52429.2,Leadership ACAD MS,Charter SPCSA Virtual,charter,State Public Charter School Authority,MS,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,38.0,46.0,47.0,54.0,43.0,28.0,24.0,0.0,131.0,149.0,131.0,NDE_Validation_Day_Enrollment_2018_19.xlsx,SchoolRatings_MASTER_2018-19.csv,high,standard_reporting
2018-19,2018-19,18,State Public Charter School Authority ,52429.3,Leadership ACAD HS,Charter SPCSA Virtual,charter,State Public Charter School Authority,HS,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,38.0,46.0,47.0,54.0,43.0,28.0,24.0,0.0,131.0,149.0,149.0,NDE_Validation_Day_Enrollment_2018_19.xlsx,SchoolRatings_MASTER_2018-19.csv,high,standard_reporting
2018-19,2018-19,18,State Public Charter School Authority ,54428.1,Learning Bridge ES,Charter SPCSA,charter,State Public Charter School Authority,ES,4,4,4-5,20.0,20.0,20.0,20.0,20.0,20.0,21.0,21.0,19.0,0.0,0.0,0.0,0.0,120.0,61.0,0.0,120.0,NDE_Validation_Day_Enrollment_2018_19.xlsx,SchoolRatings_MASTER_2018-19.csv,high,standard_reporting
2018-19,2018-19,18,State Public Charter School Authority ,54428.2,Learning Bridge MS,Charter SPCSA,charter,State Public Charter School Authority,MS,5,5,4-5,20.0,20.0,20.0,20.0,20.0,20.0,21.0,21.0,19.0,0.0,0.0,0.0,0.0,120.0,61.0,0.0,61.0,NDE_Validation_Day_Enrollment_2018_19.xlsx,SchoolRatings_MASTER_2018-19.csv,high,standard_reporting
2018-19,2018-19,18,State Public Charter School Authority ,55200.1,Doral Cactus ACAD ES,Charter SPCSA,charter,State Public Charter School Authority,ES,5,5,4-5,99.0,100.0,104.0,104.0,112.0,112.0,129.0,122.0,120.0,0.0,0.0,0.0,0.0,631.0,371.0,0.0,631.0,NDE_Validation_Day_Enrollment_2018_19.xlsx,SchoolRatings_MASTER_2018-19.csv,high,standard_reporting
2018-19,2018-19,18,State Public Charter School Authority ,55200.2,Doral Cactus ACAD MS,Charter SPCSA,charter,State Public Charter School Authority,MS,5,5,4-5,99.0,100.0,104.0,104.0,112.0,112.0,129.0,122.0,120.0,0.0,0.0,0.0,0.0,631.0,371.0,0.0,371.0,NDE_Validation_Day_Enrollment_2018_19.xlsx,SchoolRatings_MASTER_2018-19.csv,high,standard_reporting
2018-19,2018-19,18,State Public Charter School Authority ,55201.1,Doral Fire Mesa ACAD ES,Charter SPCSA,charter,State Public Charter School Authority,ES,5,5,4-5,99.0,98.0,104.0,102.0,112.0,112.0,127.0,123.0,104.0,0.0,0.0,0.0,0.0,627.0,354.0,0.0,627.0,NDE_Validation_Day_Enrollment_2018_19.xlsx,SchoolRatings_MASTER_2018-19.csv,high,standard_reporting
2018-19,2018-19,18,State Public Charter School Authority ,55201.2,Doral Fire Mesa ACAD MS,Charter SPCSA,charter,State Public Charter School Authority,MS,5,5,4-5,99.0,98.0,104.0,102.0,112.0,112.0,127.0,123.0,104.0,0.0,0.0,0.0,0.0,627.0,354.0,0.0,354.0,NDE_Validation_Day_Enrollment_2018_19.xlsx,SchoolRatings_MASTER_2018-19.csv,high,standard_reporting
2018-19,2018-19,18,State Public Charter School Authority ,55202.1,Doral Red Rock ACAD ES,Charter SPCSA,charter,State Public Charter School Authority,ES,5,5,4-5,125.0,125.0,130.0,129.0,139.0,140.0,188.0,189.0,173.0,160.0,88.0,51.0,0.0,788.0,550.0,299.0,788.0,NDE_Validation_Day_Enrollment_2018_19.xlsx,SchoolRatings_MASTER_2018-19.csv,high,standard_reporting
2018-19,2018-19,18,State Public Charter School Authority ,55202.2,Doral Red Rock ACAD MS,Charter SPCSA,charter,State Public Charter School Authority,MS,4,4,4-5,125.0,125.0,130.0,129.0,139.0,140.0,188.0,189.0,173.0,160.0,88.0,51.0,0.0,788.0,550.0,299.0,550.0,NDE_Validation_Day_Enrollment_2018_19.xlsx,SchoolRatings_MASTER_2018-19.csv,high,standard_reporting
2018-19,2018-19,18,State Public Charter School Authority ,55202.3,Doral Red Rock ACAD HS,Charter SPCSA,charter,State Public Charter School Authority,HS,Not Rated,Not Rated,Not Rated,125.0,125.0,130.0,129.0,139.0,140.0,188.0,189.0,173.0,160.0,88.0,51.0,0.0,788.0,550.0,299.0,299.0,NDE_Validation_Day_Enrollment_2018_19.xlsx,SchoolRatings_MASTER_2018-19.csv,high,standard_reporting
2018-19,2018-19,18,State Public Charter School Authority ,55203.1,Doral Saddle ACAD ES,Charter SPCSA,charter,State Public Charter School Authority,ES,4,4,4-5,100.0,99.0,104.0,104.0,112.0,111.0,128.0,124.0,113.0,0.0,0.0,0.0,0.0,630.0,365.0,0.0,630.0,NDE_Validation_Day_Enrollment_2018_19.xlsx,SchoolRatings_MASTER_2018-19.csv,high,standard_reporting
2018-19,2018-19,18,State Public Charter School Authority ,55203.2,Doral Saddle ACAD MS,Charter SPCSA,charter,State Public Charter School Authority,MS,5,5,4-5,100.0,99.0,104.0,104.0,112.0,111.0,128.0,124.0,113.0,0.0,0.0,0.0,0.0,630.0,365.0,0.0,365.0,NDE_Validation_Day_Enrollment_2018_19.xlsx,SchoolRatings_MASTER_2018-19.csv,high,standard_reporting
2018-19,2018-19,18,State Public Charter School Authority ,55204.1,Doral W Pebble ACAD ES,Charter SPCSA,charter,State Public Charter School Authority,ES,5,5,4-5,99.0,100.0,104.0,104.0,111.0,112.0,128.0,115.0,47.0,0.0,0.0,0.0,0.0,630.0,290.0,0.0,630.0,NDE_Validation_Day_Enrollment_2018_19.xlsx,SchoolRatings_MASTER_2018-19.csv,high,standard_reporting
2018-19,2018-19,18,State Public Charter School Authority ,55204.2,Doral W Pebble ACAD MS,Charter SPCSA,charter,State Public Charter School Authority,MS,5,5,4-5,99.0,100.0,104.0,104.0,111.0,112.0,128.0,115.0,47.0,0.0,0.0,0.0,0.0,630.0,290.0,0.0,290.0,NDE_Validation_Day_Enrollment_2018_19.xlsx,SchoolRatings_MASTER_2018-19.csv,high,standard_reporting
2018-19,2018-19,18,State Public Charter School Authority ,57424.1,Honors ACAD ES,Charter SPCSA,charter,State Public Charter School Authority,ES,3,3,3,26.0,22.0,23.0,27.0,29.0,22.0,23.0,23.0,16.0,0.0,0.0,0.0,0.0,149.0,62.0,0.0,149.0,NDE_Validation_Day_Enrollment_2018_19.xlsx,SchoolRatings_MASTER_2018-19.csv,high,standard_reporting
2018-19,2018-19,18,State Public Charter School Authority ,57424.2,Honors ACAD MS,Charter SPCSA,charter,State Public Charter School Authority,MS,5,5,4-5,26.0,22.0,23.0,27.0,29.0,22.0,23.0,23.0,16.0,0.0,0.0,0.0,0.0,149.0,62.0,0.0,62.0,NDE_Validation_Day_Enrollment_2018_19.xlsx,SchoolRatings_MASTER_2018-19.csv,high,standard_reporting
2018-19,2018-19,18,State Public Charter School Authority ,58422.1,PAN Horizon ES,Charter SPCSA,charter,State Public Charter School Authority,ES,4,4,4-5,145.0,142.0,109.0,113.0,102.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,703.0,0.0,0.0,703.0,NDE_Validation_Day_Enrollment_2018_19.xlsx,SchoolRatings_MASTER_2018-19.csv,high,standard_reporting
2018-19,2018-19,18,State Public Charter School Authority ,58423.1,PAN Cadence ES,Charter SPCSA,charter,State Public Charter School Authority,ES,4,4,4-5,125.0,119.0,129.0,129.0,135.0,132.0,212.0,212.0,171.0,119.0,85.0,60.0,0.0,769.0,595.0,264.0,769.0,NDE_Validation_Day_Enrollment_2018_19.xlsx,SchoolRatings_MASTER_2018-19.csv,high,standard_reporting
2018-19,2018-19,18,State Public Charter School Authority ,58423.2,PAN Cadence MS,Charter SPCSA,charter,State Public Charter School Authority,MS,5,5,4-5,125.0,119.0,129.0,129.0,135.0,132.0,212.0,212.0,171.0,119.0,85.0,60.0,0.0,769.0,595.0,264.0,595.0,NDE_Validation_Day_Enrollment_2018_19.xlsx,SchoolRatings_MASTER_2018-19.csv,high,standard_reporting
2018-19,2018-19,18,State Public Charter School Authority ,58423.3,PAN Cadence HS,Charter SPCSA,charter,State Public Charter School Authority,HS,Not Rated,Not Rated,Not Rated,125.0,119.0,129.0,129.0,135.0,132.0,212.0,212.0,171.0,119.0,85.0,60.0,0.0,769.0,595.0,264.0,264.0,NDE_Validation_Day_Enrollment_2018_19.xlsx,SchoolRatings_MASTER_2018-19.csv,high,standard_reporting
2018-19,2018-19,18,State Public Charter School Authority ,58425.1,PAN Inspirada ES,Charter SPCSA,charter,State Public Charter School Authority,ES,5,5,4-5,149.0,149.0,129.0,129.0,130.0,124.0,123.0,106.0,60.0,0.0,0.0,0.0,0.0,810.0,289.0,0.0,810.0,NDE_Validation_Day_Enrollment_2018_19.xlsx,SchoolRatings_MASTER_2018-19.csv,high,standard_reporting
2018-19,2018-19,18,State Public Charter School Authority ,58425.2,PAN Inspirada MS,Charter SPCSA,charter,State Public Charter School Authority,MS,5,5,4-5,149.0,149.0,129.0,129.0,130.0,124.0,123.0,106.0,60.0,0.0,0.0,0.0,0.0,810.0,289.0,0.0,289.0,NDE_Validation_Day_Enrollment_2018_19.xlsx,SchoolRatings_MASTER_2018-19.csv,high,standard_reporting
2018-19,2018-19,18,State Public Charter School Authority ,58427.1,PAN St. Rose ES,Charter SPCSA,charter,State Public Charter School Authority,ES,4,4,4-5,100.0,100.0,104.0,104.0,104.0,124.0,124.0,123.0,109.0,0.0,0.0,0.0,0.0,636.0,356.0,0.0,636.0,NDE_Validation_Day_Enrollment_2018_19.xlsx,SchoolRatings_MASTER_2018-19.csv,high,standard_reporting
2018-19,2018-19,18,State Public Charter School Authority ,58427.2,PAN St. Rose MS,Charter SPCSA,charter,State Public Charter School Authority,MS,5,5,4-5,100.0,100.0,104.0,104.0,104.0,124.0,124.0,123.0,109.0,0.0,0.0,0.0,0.0,636.0,356.0,0.0,356.0,NDE_Validation_Day_Enrollment_2018_19.xlsx,SchoolRatings_MASTER_2018-19.csv,high,standard_reporting
2018-19,2018-19,18,State Public Charter School Authority ,59119.1,Somerset NLV ACAD ES,Charter SPCSA,charter,State Public Charter School Authority,ES,2,2,1-2,120.0,125.0,124.0,125.0,124.0,124.0,143.0,142.0,134.0,0.0,0.0,0.0,0.0,742.0,419.0,0.0,742.0,NDE_Validation_Day_Enrollment_2018_19.xlsx,SchoolRatings_MASTER_2018-19.csv,high,standard_reporting
2018-19,2018-19,18,State Public Charter School Authority ,59119.2,Somerset NLV ACAD MS,Charter SPCSA,charter,State Public Charter School Authority,MS,4,4,4-5,120.0,125.0,124.0,125.0,124.0,124.0,143.0,142.0,134.0,0.0,0.0,0.0,0.0,742.0,419.0,0.0,419.0,NDE_Validation_Day_Enrollment_2018_19.xlsx,SchoolRatings_MASTER_2018-19.csv,high,standard_reporting
2018-19,2018-19,18,State Public Charter School Authority ,59120.1,Somerset Losee ES,Charter SPCSA,charter,State Public Charter School Authority,ES,2,2,1-2,125.0,125.0,125.0,125.0,125.0,125.0,208.0,211.0,205.0,207.0,179.0,118.0,71.0,750.0,624.0,575.0,750.0,NDE_Validation_Day_Enrollment_2018_19.xlsx,SchoolRatings_MASTER_2018-19.csv,high,standard_reporting
2018-19,2018-19,18,State Public Charter School Authority ,59120.2,Somerset Losee MS,Charter SPCSA,charter,State Public Charter School Authority,MS,2,2,1-2,125.0,125.0,125.0,125.0,125.0,125.0,208.0,211.0,205.0,207.0,179.0,118.0,71.0,750.0,624.0,575.0,624.0,NDE_Validation_Day_Enrollment_2018_19.xlsx,SchoolRatings_MASTER_2018-19.csv,high,standard_reporting
2018-19,2018-19,18,State Public Charter School Authority ,59120.3,Somerset Losee HS,Charter SPCSA,charter,State Public Charter School Authority,HS,2,2,1-2,125.0,125.0,125.0,125.0,125.0,125.0,208.0,211.0,205.0,207.0,179.0,118.0,71.0,750.0,624.0,575.0,575.0,NDE_Validation_Day_Enrollment_2018_19.xlsx,SchoolRatings_MASTER_2018-19.csv,high,standard_reporting
2018-19,2018-19,18,State Public Charter School Authority ,59121.1,Somerset LoneMtn ES,Charter SPCSA,charter,State Public Charter School Authority,ES,5,5,4-5,101.0,99.0,100.0,100.0,99.0,100.0,120.0,120.0,119.0,0.0,0.0,0.0,0.0,599.0,359.0,0.0,599.0,NDE_Validation_Day_Enrollment_2018_19.xlsx,SchoolRatings_MASTER_2018-19.csv,high,standard_reporting
