school_year,accountability_year,district_code,district_name,school_code,school_name,school_type,charter_status,authorizer,school_level_band,star_rating,rating_bucket_5level,rating_bucket_3level,enrollment_k,enrollment_1,enrollment_2,enrollment_3,enrollment_4,enrollment_5,enrollment_6,enrollment_7,enrollment_8,enrollment_9,enrollment_10,enrollment_11,enrollment_12,enrollment_es,enrollment_ms,enrollment_hs,enrollment_total,source_enrollment_file,source_rating_file,join_confidence,notes
2020-21,2020-21,16,Washoe,16282.1,High Desert CS ES,District Charter,charter,Washoe County School District,ES,2,2,1-2,53.0,56.0,46.0,38.0,34.0,31.0,28.0,29.0,30.0,0.0,0.0,0.0,0.0,258.0,87.0,0.0,258.0,NDE_Validation_Day_Enrollment_2020_21.xlsx,SchoolRatings_MASTER_2020-21.csv,high,pandemic_irregular
2020-21,2020-21,16,Washoe,16282.2,High Desert CS MS,District Charter,charter,Washoe County School District,MS,3,3,3,53.0,56.0,46.0,38.0,34.0,31.0,28.0,29.0,30.0,0.0,0.0,0.0,0.0,258.0,87.0,0.0,87.0,NDE_Validation_Day_Enrollment_2020_21.xlsx,SchoolRatings_MASTER_2020-21.csv,high,pandemic_irregular
2020-21,2020-21,16,Washoe,16312.3,Coral Acad HS,District Charter,charter,Washoe County School District,HS,5,5,4-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,86.0,91.0,56.0,0.0,0.0,350.0,350.0,NDE_Validation_Day_Enrollment_2020_21.xlsx,SchoolRatings_MASTER_2020-21.csv,high,pandemic_irregular
2020-21,2020-21,16,Washoe,16318.1,Coral Acad ES,District Charter,charter,Washoe County School District,ES,4,4,4-5,94.0,108.0,108.0,109.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527.0,0.0,0.0,527.0,NDE_Validation_Day_Enrollment_2020_21.xlsx,SchoolRatings_MASTER_2020-21.csv,high,pandemic_irregular
2020-21,2020-21,16,Washoe,16320.2,Coral Academy MS,District Charter,charter,Washoe County School District,MS,4,4,4-5,0.0,0.0,0.0,0.0,0.0,121.0,163.0,159.0,151.0,0.0,0.0,0.0,0.0,121.0,473.0,0.0,473.0,NDE_Validation_Day_Enrollment_2020_21.xlsx,SchoolRatings_MASTER_2020-21.csv,high,pandemic_irregular
2020-21,2020-21,16,Washoe,16605.1,Sierra NV Acad CS ES,District Charter,charter,Washoe County School District,ES,3,3,3,36.0,40.0,35.0,34.0,30.0,41.0,48.0,34.0,44.0,12.0,0.0,0.0,0.0,216.0,126.0,12.0,216.0,NDE_Validation_Day_Enrollment_2020_21.xlsx,SchoolRatings_MASTER_2020-21.csv,high,pandemic_irregular
2020-21,2020-21,16,Washoe,16605.2,Sierra NV Acad CS MS,District Charter,charter,Washoe County School District,MS,3,3,3,36.0,40.0,35.0,34.0,30.0,41.0,48.0,34.0,44.0,12.0,0.0,0.0,0.0,216.0,126.0,12.0,126.0,NDE_Validation_Day_Enrollment_2020_21.xlsx,SchoolRatings_MASTER_2020-21.csv,high,pandemic_irregular
2020-21,2020-21,16,Washoe,16605.3,Sierra NV Acad CS HS,District Charter,charter,Washoe County School District,HS,Not Rated,Not Rated,Not Rated,36.0,40.0,35.0,34.0,30.0,41.0,48.0,34.0,44.0,12.0,0.0,0.0,0.0,216.0,126.0,12.0,12.0,NDE_Validation_Day_Enrollment_2020_21.xlsx,SchoolRatings_MASTER_2020-21.csv,high,pandemic_irregular
2020-21,2020-21,16,Washoe,16608.3,ACE ACAD HS,District Charter,charter,Washoe County School District,HS,5,5,4-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,43.0,51.0,45.0,0.0,0.0,193.0,193.0,NDE_Validation_Day_Enrollment_2020_21.xlsx,SchoolRatings_MASTER_2020-21.csv,high,pandemic_irregular
2020-21,2020-21,16,Washoe,16610.3,enCompass CS HS,District Charter,charter,Washoe County School District,HS,1,1,1-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,14.0,33.0,22.0,0.0,0.0,84.0,84.0,NDE_Validation_Day_Enrollment_2020_21.xlsx,SchoolRatings_MASTER_2020-21.csv,high,pandemic_irregular
2020-21,2020-21,18,State Public Charter School Authority ,101101.1,NV Rise CS ES,SPCSA,charter,State Public Charter School Authority,ES,Not Rated,Not Rated,Not Rated,91.0,102.0,78.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.0,0.0,0.0,330.0,NDE_Validation_Day_Enrollment_2020_21.xlsx,SchoolRatings_MASTER_2020-21.csv,high,pandemic_irregular
2020-21,2020-21,18,State Public Charter School Authority ,102100.1,NV Prep CS ES,SPCSA,charter,State Public Charter School Authority,ES,2,2,1-2,0.0,0.0,0.0,0.0,18.0,35.0,40.0,63.0,90.0,0.0,0.0,0.0,0.0,53.0,193.0,0.0,53.0,NDE_Validation_Day_Enrollment_2020_21.xlsx,SchoolRatings_MASTER_2020-21.csv,high,pandemic_irregular
2020-21,2020-21,18,State Public Charter School Authority ,102100.2,NV Prep CS MS,SPCSA,charter,State Public Charter School Authority,MS,5,5,4-5,0.0,0.0,0.0,0.0,18.0,35.0,40.0,63.0,90.0,0.0,0.0,0.0,0.0,53.0,193.0,0.0,193.0,NDE_Validation_Day_Enrollment_2020_21.xlsx,SchoolRatings_MASTER_2020-21.csv,high,pandemic_irregular
2020-21,2020-21,18,State Public Charter School Authority ,103101.3,NSHS III Sunrise  HS,SPCSA,charter,State Public Charter School Authority,HS,Not Rated,Not Rated,Not Rated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,61.0,0.0,0.0,97.0,97.0,NDE_Validation_Day_Enrollment_2020_21.xlsx,SchoolRatings_MASTER_2020-21.csv,high,pandemic_irregular
2020-21,2020-21,18,State Public Charter School Authority ,104101.3,NSHS II Meadowood HS,SPCSA,charter,State Public Charter School Authority,HS,Not Rated,Not Rated,Not Rated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,35.0,0.0,0.0,68.0,68.0,NDE_Validation_Day_Enrollment_2020_21.xlsx,SchoolRatings_MASTER_2020-21.csv,high,pandemic_irregular
2020-21,2020-21,18,State Public Charter School Authority ,105101.1,Signature Prep CS ES,SPCSA,charter,State Public Charter School Authority,ES,Not Rated,Not Rated,Not Rated,169.0,149.0,87.0,82.0,90.0,93.0,91.0,30.0,28.0,0.0,0.0,0.0,0.0,670.0,149.0,0.0,670.0,NDE_Validation_Day_Enrollment_2020_21.xlsx,SchoolRatings_MASTER_2020-21.csv,high,pandemic_irregular
2020-21,2020-21,18,State Public Charter School Authority ,105101.2,Signature Prep CS MS,SPCSA,charter,State Public Charter School Authority,MS,Not Rated,Not Rated,Not Rated,169.0,149.0,87.0,82.0,90.0,93.0,91.0,30.0,28.0,0.0,0.0,0.0,0.0,670.0,149.0,0.0,149.0,NDE_Validation_Day_Enrollment_2020_21.xlsx,SchoolRatings_MASTER_2020-21.csv,high,pandemic_irregular
2020-21,2020-21,18,State Public Charter School Authority ,106101.1,Pinecrest Northern NV ES,SPCSA,charter,State Public Charter School Authority,ES,Not Rated,Not Rated,Not Rated,98.0,103.0,95.0,103.0,90.0,80.0,63.0,53.0,0.0,0.0,0.0,0.0,0.0,569.0,116.0,0.0,569.0,NDE_Validation_Day_Enrollment_2020_21.xlsx,SchoolRatings_MASTER_2020-21.csv,high,pandemic_irregular
2020-21,2020-21,18,State Public Charter School Authority ,106101.2,Pinecrest Northern NV MS,SPCSA,charter,State Public Charter School Authority,MS,Not Rated,Not Rated,Not Rated,98.0,103.0,95.0,103.0,90.0,80.0,63.0,53.0,0.0,0.0,0.0,0.0,0.0,569.0,116.0,0.0,116.0,NDE_Validation_Day_Enrollment_2020_21.xlsx,SchoolRatings_MASTER_2020-21.csv,high,pandemic_irregular
2020-21,2020-21,18,State Public Charter School Authority ,107101.2,Explore ACAD MS,SPCSA,charter,State Public Charter School Authority,MS,Not Rated,Not Rated,Not Rated,0.0,0.0,0.0,0.0,0.0,0.0,53.0,32.0,31.0,20.0,0.0,0.0,0.0,0.0,116.0,20.0,116.0,NDE_Validation_Day_Enrollment_2020_21.xlsx,SchoolRatings_MASTER_2020-21.csv,high,pandemic_irregular
2020-21,2020-21,18,State Public Charter School Authority ,107101.3,Explore ACAD HS,SPCSA,charter,State Public Charter School Authority,HS,Not Rated,Not Rated,Not Rated,0.0,0.0,0.0,0.0,0.0,0.0,53.0,32.0,31.0,20.0,0.0,0.0,0.0,0.0,116.0,20.0,20.0,NDE_Validation_Day_Enrollment_2020_21.xlsx,SchoolRatings_MASTER_2020-21.csv,high,pandemic_irregular
2020-21,2020-21,18,State Public Charter School Authority ,108101.2,GALS MS,SPCSA,charter,State Public Charter School Authority,MS,Not Rated,Not Rated,Not Rated,0.0,0.0,0.0,0.0,0.0,0.0,61.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,96.0,NDE_Validation_Day_Enrollment_2020_21.xlsx,SchoolRatings_MASTER_2020-21.csv,high,pandemic_irregular
2020-21,2020-21,18,State Public Charter School Authority ,38435.1,Freedom Class ACAD ES,SPCSA,charter,State Public Charter School Authority,ES,2,2,1-2,110.0,112.0,116.0,120.0,121.0,108.0,137.0,126.0,105.0,0.0,0.0,0.0,0.0,687.0,368.0,0.0,687.0,NDE_Validation_Day_Enrollment_2020_21.xlsx,SchoolRatings_MASTER_2020-21.csv,high,pandemic_irregular
2020-21,2020-21,18,State Public Charter School Authority ,38435.2,Freedom Class ACAD MS,SPCSA,charter,State Public Charter School Authority,MS,4,4,4-5,110.0,112.0,116.0,120.0,121.0,108.0,137.0,126.0,105.0,0.0,0.0,0.0,0.0,687.0,368.0,0.0,368.0,NDE_Validation_Day_Enrollment_2020_21.xlsx,SchoolRatings_MASTER_2020-21.csv,high,pandemic_irregular
2020-21,2020-21,18,State Public Charter School Authority ,39438.1,Legacy N Valley ES,SPCSA,charter,State Public Charter School Authority,ES,2,2,1-2,161.0,162.0,157.0,163.0,160.0,165.0,163.0,162.0,122.0,0.0,0.0,0.0,0.0,968.0,447.0,0.0,968.0,NDE_Validation_Day_Enrollment_2020_21.xlsx,SchoolRatings_MASTER_2020-21.csv,high,pandemic_irregular
2020-21,2020-21,18,State Public Charter School Authority ,39438.2,Legacy N Valley MS,SPCSA,charter,State Public Charter School Authority,MS,3,3,3,161.0,162.0,157.0,163.0,160.0,165.0,163.0,162.0,122.0,0.0,0.0,0.0,0.0,968.0,447.0,0.0,447.0,NDE_Validation_Day_Enrollment_2020_21.xlsx,SchoolRatings_MASTER_2020-21.csv,high,pandemic_irregular
2020-21,2020-21,18,State Public Charter School Authority ,39439.1,Legacy Cadence ES,SPCSA,charter,State Public Charter School Authority,ES,2,2,1-2,159.0,184.0,192.0,159.0,155.0,149.0,143.0,159.0,115.0,0.0,0.0,0.0,0.0,998.0,417.0,0.0,998.0,NDE_Validation_Day_Enrollment_2020_21.xlsx,SchoolRatings_MASTER_2020-21.csv,high,pandemic_irregular
2020-21,2020-21,18,State Public Charter School Authority ,39439.2,Legacy Cadence MS,SPCSA,charter,State Public Charter School Authority,MS,5,5,4-5,159.0,184.0,192.0,159.0,155.0,149.0,143.0,159.0,115.0,0.0,0.0,0.0,0.0,998.0,417.0,0.0,417.0,NDE_Validation_Day_Enrollment_2020_21.xlsx,SchoolRatings_MASTER_2020-21.csv,high,pandemic_irregular
2020-21,2020-21,18,State Public Charter School Authority ,39440.1,Legacy SW ES,SPCSA,charter,State Public Charter School Authority,ES,Not Rated,Not Rated,Not Rated,165.0,197.0,192.0,193.0,197.0,192.0,188.0,188.0,102.0,0.0,0.0,0.0,0.0,1136.0,478.0,0.0,1136.0,NDE_Validation_Day_Enrollment_2020_21.xlsx,SchoolRatings_MASTER_2020-21.csv,high,pandemic_irregular
2020-21,2020-21,18,State Public Charter School Authority ,39440.2,Legacy SW MS,SPCSA,charter,State Public Charter School Authority,MS,Not Rated,Not Rated,Not Rated,165.0,197.0,192.0,193.0,197.0,192.0,188.0,188.0,102.0,0.0,0.0,0.0,0.0,1136.0,478.0,0.0,478.0,NDE_Validation_Day_Enrollment_2020_21.xlsx,SchoolRatings_MASTER_2020-21.csv,high,pandemic_irregular
2020-21,2020-21,18,State Public Charter School Authority ,43100.1,Futuro ACAD ES,SPCSA,charter,State Public Charter School Authority,ES,Not Rated,Not Rated,Not Rated,72.0,88.0,111.0,99.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,0.0,0.0,435.0,NDE_Validation_Day_Enrollment_2020_21.xlsx,SchoolRatings_MASTER_2020-21.csv,high,pandemic_irregular
2020-21,2020-21,18,State Public Charter School Authority ,44437.1,Mater Northern NV ES,SPCSA,charter,State Public Charter School Authority,ES,3,3,3,50.0,52.0,52.0,45.0,52.0,51.0,57.0,48.0,25.0,0.0,0.0,0.0,0.0,302.0,130.0,0.0,302.0,NDE_Validation_Day_Enrollment_2020_21.xlsx,SchoolRatings_MASTER_2020-21.csv,high,pandemic_irregular
2020-21,2020-21,18,State Public Charter School Authority ,44437.2,Mater Northern NV MS,SPCSA,charter,State Public Charter School Authority,MS,5,5,4-5,50.0,52.0,52.0,45.0,52.0,51.0,57.0,48.0,25.0,0.0,0.0,0.0,0.0,302.0,130.0,0.0,130.0,NDE_Validation_Day_Enrollment_2020_21.xlsx,SchoolRatings_MASTER_2020-21.csv,high,pandemic_irregular
2020-21,2020-21,18,State Public Charter School Authority ,46100.1,DP Agassi ES,SPCSA,charter,State Public Charter School Authority,ES,2,2,1-2,63.0,83.0,85.0,97.0,89.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,0.0,512.0,NDE_Validation_Day_Enrollment_2020_21.xlsx,SchoolRatings_MASTER_2020-21.csv,high,pandemic_irregular
2020-21,2020-21,18,State Public Charter School Authority ,46200.2,DP Agassi MS,SPCSA,charter,State Public Charter School Authority,MS,5,5,4-5,0.0,0.0,0.0,0.0,0.0,0.0,129.0,108.0,119.0,0.0,0.0,0.0,0.0,0.0,356.0,0.0,356.0,NDE_Validation_Day_Enrollment_2020_21.xlsx,SchoolRatings_MASTER_2020-21.csv,high,pandemic_irregular
2020-21,2020-21,18,State Public Charter School Authority ,46300.3,DP Agassi  HS,SPCSA,charter,State Public Charter School Authority,HS,Not Rated,Not Rated,Not Rated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,70.0,45.0,35.0,0.0,0.0,230.0,230.0,NDE_Validation_Day_Enrollment_2020_21.xlsx,SchoolRatings_MASTER_2020-21.csv,high,pandemic_irregular
2020-21,2020-21,18,State Public Charter School Authority ,47434.2,SLAM MS,SPCSA,charter,State Public Charter School Authority,MS,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,159.0,190.0,191.0,150.0,151.0,134.0,91.0,0.0,540.0,526.0,540.0,NDE_Validation_Day_Enrollment_2020_21.xlsx,SchoolRatings_MASTER_2020-21.csv,high,pandemic_irregular
2020-21,2020-21,18,State Public Charter School Authority ,47434.3,SLAM HS,SPCSA,charter,State Public Charter School Authority,HS,Not Rated,Not Rated,Not Rated,0.0,0.0,0.0,0.0,0.0,0.0,159.0,190.0,191.0,150.0,151.0,134.0,91.0,0.0,540.0,526.0,526.0,NDE_Validation_Day_Enrollment_2020_21.xlsx,SchoolRatings_MASTER_2020-21.csv,high,pandemic_irregular
2020-21,2020-21,18,State Public Charter School Authority ,48433.2,Equipo ACAD MS,SPCSA,charter,State Public Charter School Authority,MS,5,5,4-5,0.0,0.0,0.0,0.0,0.0,0.0,107.0,106.0,105.0,134.0,130.0,121.0,94.0,0.0,318.0,479.0,318.0,NDE_Validation_Day_Enrollment_2020_21.xlsx,SchoolRatings_MASTER_2020-21.csv,high,pandemic_irregular
2020-21,2020-21,18,State Public Charter School Authority ,48433.3,Equipo ACAD HS,SPCSA,charter,State Public Charter School Authority,HS,4,4,4-5,0.0,0.0,0.0,0.0,0.0,0.0,107.0,106.0,105.0,134.0,130.0,121.0,94.0,0.0,318.0,479.0,479.0,NDE_Validation_Day_Enrollment_2020_21.xlsx,SchoolRatings_MASTER_2020-21.csv,high,pandemic_irregular
2020-21,2020-21,18,State Public Charter School Authority ,49432.1,Mater Mtn Vista  ES,SPCSA,charter,State Public Charter School Authority,ES,4,4,4-5,102.0,104.0,108.0,104.0,109.0,108.0,121.0,117.0,124.0,0.0,0.0,0.0,0.0,635.0,362.0,0.0,635.0,NDE_Validation_Day_Enrollment_2020_21.xlsx,SchoolRatings_MASTER_2020-21.csv,high,pandemic_irregular
2020-21,2020-21,18,State Public Charter School Authority ,49432.2,Mater Mtn Vista  MS,SPCSA,charter,State Public Charter School Authority,MS,5,5,4-5,102.0,104.0,108.0,104.0,109.0,108.0,121.0,117.0,124.0,0.0,0.0,0.0,0.0,635.0,362.0,0.0,362.0,NDE_Validation_Day_Enrollment_2020_21.xlsx,SchoolRatings_MASTER_2020-21.csv,high,pandemic_irregular
2020-21,2020-21,18,State Public Charter School Authority ,49433.1,Mater Bonanza ES,SPCSA,charter,State Public Charter School Authority,ES,3,3,3,100.0,104.0,104.0,104.0,109.0,108.0,122.0,124.0,122.0,0.0,0.0,0.0,0.0,629.0,368.0,0.0,629.0,NDE_Validation_Day_Enrollment_2020_21.xlsx,SchoolRatings_MASTER_2020-21.csv,high,pandemic_irregular
2020-21,2020-21,18,State Public Charter School Authority ,49433.2,Mater Bonanza MS,SPCSA,charter,State Public Charter School Authority,MS,4,4,4-5,100.0,104.0,104.0,104.0,109.0,108.0,122.0,124.0,122.0,0.0,0.0,0.0,0.0,629.0,368.0,0.0,368.0,NDE_Validation_Day_Enrollment_2020_21.xlsx,SchoolRatings_MASTER_2020-21.csv,high,pandemic_irregular
2020-21,2020-21,18,State Public Charter School Authority ,49434.1,Mater East ES,SPCSA,charter,State Public Charter School Authority,ES,Not Rated,Not Rated,Not Rated,121.0,122.0,104.0,101.0,108.0,107.0,104.0,102.0,96.0,178.0,0.0,0.0,0.0,663.0,302.0,178.0,663.0,NDE_Validation_Day_Enrollment_2020_21.xlsx,SchoolRatings_MASTER_2020-21.csv,high,pandemic_irregular
2020-21,2020-21,18,State Public Charter School Authority ,49434.2,Mater East MS,SPCSA,charter,State Public Charter School Authority,MS,Not Rated,Not Rated,Not Rated,121.0,122.0,104.0,101.0,108.0,107.0,104.0,102.0,96.0,178.0,0.0,0.0,0.0,663.0,302.0,178.0,302.0,NDE_Validation_Day_Enrollment_2020_21.xlsx,SchoolRatings_MASTER_2020-21.csv,high,pandemic_irregular
2020-21,2020-21,18,State Public Charter School Authority ,49434.3,Mater East HS,SPCSA,charter,State Public Charter School Authority,HS,Not Rated,Not Rated,Not Rated,121.0,122.0,104.0,101.0,108.0,107.0,104.0,102.0,96.0,178.0,0.0,0.0,0.0,663.0,302.0,178.0,178.0,NDE_Validation_Day_Enrollment_2020_21.xlsx,SchoolRatings_MASTER_2020-21.csv,high,pandemic_irregular
2020-21,2020-21,18,State Public Charter School Authority ,50431.1,Amplus Durango ES,SPCSA,charter,State Public Charter School Authority,ES,2,2,1-2,0.0,0.0,0.0,0.0,198.0,206.0,200.0,204.0,200.0,154.0,134.0,102.0,78.0,404.0,604.0,468.0,404.0,NDE_Validation_Day_Enrollment_2020_21.xlsx,SchoolRatings_MASTER_2020-21.csv,high,pandemic_irregular
2020-21,2020-21,18,State Public Charter School Authority ,50431.2,Amplus Durango MS,SPCSA,charter,State Public Charter School Authority,MS,5,5,4-5,0.0,0.0,0.0,0.0,198.0,206.0,200.0,204.0,200.0,154.0,134.0,102.0,78.0,404.0,604.0,468.0,604.0,NDE_Validation_Day_Enrollment_2020_21.xlsx,SchoolRatings_MASTER_2020-21.csv,high,pandemic_irregular
2020-21,2020-21,18,State Public Charter School Authority ,50431.3,Amplus Durango HS,SPCSA,charter,State Public Charter School Authority,HS,2,2,1-2,0.0,0.0,0.0,0.0,198.0,206.0,200.0,204.0,200.0,154.0,134.0,102.0,78.0,404.0,604.0,468.0,468.0,NDE_Validation_Day_Enrollment_2020_21.xlsx,SchoolRatings_MASTER_2020-21.csv,high,pandemic_irregular
2020-21,2020-21,18,State Public Charter School Authority ,50432.1,Amplus Rainbow ES,SPCSA,charter,State Public Charter School Authority,ES,Not Rated,Not Rated,Not Rated,191.0,192.0,194.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,773.0,0.0,0.0,773.0,NDE_Validation_Day_Enrollment_2020_21.xlsx,SchoolRatings_MASTER_2020-21.csv,high,pandemic_irregular
2020-21,2020-21,18,State Public Charter School Authority ,51430.1,Founders ACAD ES,SPCSA,charter,State Public Charter School Authority,ES,4,4,4-5,79.0,84.0,81.0,84.0,83.0,85.0,82.0,56.0,54.0,51.0,34.0,38.0,19.0,496.0,192.0,142.0,496.0,NDE_Validation_Day_Enrollment_2020_21.xlsx,SchoolRatings_MASTER_2020-21.csv,high,pandemic_irregular
2020-21,2020-21,18,State Public Charter School Authority ,51430.2,Founders ACAD MS,SPCSA,charter,State Public Charter School Authority,MS,5,5,4-5,79.0,84.0,81.0,84.0,83.0,85.0,82.0,56.0,54.0,51.0,34.0,38.0,19.0,496.0,192.0,142.0,192.0,NDE_Validation_Day_Enrollment_2020_21.xlsx,SchoolRatings_MASTER_2020-21.csv,high,pandemic_irregular
2020-21,2020-21,18,State Public Charter School Authority ,51430.3,Founders ACAD HS,SPCSA,charter,State Public Charter School Authority,HS,3,3,3,79.0,84.0,81.0,84.0,83.0,85.0,82.0,56.0,54.0,51.0,34.0,38.0,19.0,496.0,192.0,142.0,142.0,NDE_Validation_Day_Enrollment_2020_21.xlsx,SchoolRatings_MASTER_2020-21.csv,high,pandemic_irregular
2020-21,2020-21,18,State Public Charter School Authority ,52429.2,Leadership ACAD MS,SPCSA,charter,State Public Charter School Authority,MS,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,48.0,60.0,59.0,46.0,50.0,39.0,23.0,0.0,167.0,158.0,167.0,NDE_Validation_Day_Enrollment_2020_21.xlsx,SchoolRatings_MASTER_2020-21.csv,high,pandemic_irregular
2020-21,2020-21,18,State Public Charter School Authority ,52429.3,Leadership ACAD HS,SPCSA,charter,State Public Charter School Authority,HS,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,48.0,60.0,59.0,46.0,50.0,39.0,23.0,0.0,167.0,158.0,158.0,NDE_Validation_Day_Enrollment_2020_21.xlsx,SchoolRatings_MASTER_2020-21.csv,high,pandemic_irregular
2020-21,2020-21,18,State Public Charter School Authority ,54428.1,Learning Bridge ES,SPCSA,charter,State Public Charter School Authority,ES,4,4,4-5,21.0,22.0,22.0,22.0,22.0,22.0,22.0,21.0,22.0,0.0,0.0,0.0,0.0,131.0,65.0,0.0,131.0,NDE_Validation_Day_Enrollment_2020_21.xlsx,SchoolRatings_MASTER_2020-21.csv,high,pandemic_irregular
2020-21,2020-21,18,State Public Charter School Authority ,54428.2,Learning Bridge MS,SPCSA,charter,State Public Charter School Authority,MS,5,5,4-5,21.0,22.0,22.0,22.0,22.0,22.0,22.0,21.0,22.0,0.0,0.0,0.0,0.0,131.0,65.0,0.0,65.0,NDE_Validation_Day_Enrollment_2020_21.xlsx,SchoolRatings_MASTER_2020-21.csv,high,pandemic_irregular
2020-21,2020-21,18,State Public Charter School Authority ,55200.1,Doral Cactus  ES,SPCSA,charter,State Public Charter School Authority,ES,5,5,4-5,99.0,98.0,102.0,104.0,112.0,111.0,123.0,122.0,117.0,0.0,0.0,0.0,0.0,626.0,362.0,0.0,626.0,NDE_Validation_Day_Enrollment_2020_21.xlsx,SchoolRatings_MASTER_2020-21.csv,high,pandemic_irregular
2020-21,2020-21,18,State Public Charter School Authority ,55200.2,Doral Cactus  MS,SPCSA,charter,State Public Charter School Authority,MS,5,5,4-5,99.0,98.0,102.0,104.0,112.0,111.0,123.0,122.0,117.0,0.0,0.0,0.0,0.0,626.0,362.0,0.0,362.0,NDE_Validation_Day_Enrollment_2020_21.xlsx,SchoolRatings_MASTER_2020-21.csv,high,pandemic_irregular
2020-21,2020-21,18,State Public Charter School Authority ,55201.1,Doral Fire Mesa ES,SPCSA,charter,State Public Charter School Authority,ES,5,5,4-5,97.0,99.0,103.0,101.0,111.0,112.0,120.0,124.0,118.0,0.0,0.0,0.0,0.0,623.0,362.0,0.0,623.0,NDE_Validation_Day_Enrollment_2020_21.xlsx,SchoolRatings_MASTER_2020-21.csv,high,pandemic_irregular
2020-21,2020-21,18,State Public Charter School Authority ,55201.2,Doral Fire Mesa MS,SPCSA,charter,State Public Charter School Authority,MS,5,5,4-5,97.0,99.0,103.0,101.0,111.0,112.0,120.0,124.0,118.0,0.0,0.0,0.0,0.0,623.0,362.0,0.0,362.0,NDE_Validation_Day_Enrollment_2020_21.xlsx,SchoolRatings_MASTER_2020-21.csv,high,pandemic_irregular
2020-21,2020-21,18,State Public Charter School Authority ,55202.1,Doral Red Rock ES,SPCSA,charter,State Public Charter School Authority,ES,5,5,4-5,125.0,125.0,130.0,130.0,140.0,139.0,177.0,182.0,180.0,271.0,226.0,126.0,61.0,789.0,539.0,684.0,789.0,NDE_Validation_Day_Enrollment_2020_21.xlsx,SchoolRatings_MASTER_2020-21.csv,high,pandemic_irregular
2020-21,2020-21,18,State Public Charter School Authority ,55202.2,Doral Red Rock MS,SPCSA,charter,State Public Charter School Authority,MS,4,4,4-5,125.0,125.0,130.0,130.0,140.0,139.0,177.0,182.0,180.0,271.0,226.0,126.0,61.0,789.0,539.0,684.0,539.0,NDE_Validation_Day_Enrollment_2020_21.xlsx,SchoolRatings_MASTER_2020-21.csv,high,pandemic_irregular
2020-21,2020-21,18,State Public Charter School Authority ,55202.3,Doral Red Rock HS,SPCSA,charter,State Public Charter School Authority,HS,Not Rated,Not Rated,Not Rated,125.0,125.0,130.0,130.0,140.0,139.0,177.0,182.0,180.0,271.0,226.0,126.0,61.0,789.0,539.0,684.0,684.0,NDE_Validation_Day_Enrollment_2020_21.xlsx,SchoolRatings_MASTER_2020-21.csv,high,pandemic_irregular
2020-21,2020-21,18,State Public Charter School Authority ,55203.1,Doral Saddle ES,SPCSA,charter,State Public Charter School Authority,ES,4,4,4-5,99.0,99.0,104.0,104.0,112.0,112.0,124.0,124.0,119.0,0.0,0.0,0.0,0.0,630.0,367.0,0.0,630.0,NDE_Validation_Day_Enrollment_2020_21.xlsx,SchoolRatings_MASTER_2020-21.csv,high,pandemic_irregular
2020-21,2020-21,18,State Public Charter School Authority ,55203.2,Doral Saddle MS,SPCSA,charter,State Public Charter School Authority,MS,5,5,4-5,99.0,99.0,104.0,104.0,112.0,112.0,124.0,124.0,119.0,0.0,0.0,0.0,0.0,630.0,367.0,0.0,367.0,NDE_Validation_Day_Enrollment_2020_21.xlsx,SchoolRatings_MASTER_2020-21.csv,high,pandemic_irregular
2020-21,2020-21,18,State Public Charter School Authority ,55204.1,Doral W Pebble ES,SPCSA,charter,State Public Charter School Authority,ES,5,5,4-5,100.0,99.0,103.0,104.0,110.0,111.0,121.0,121.0,118.0,0.0,0.0,0.0,0.0,627.0,360.0,0.0,627.0,NDE_Validation_Day_Enrollment_2020_21.xlsx,SchoolRatings_MASTER_2020-21.csv,high,pandemic_irregular
2020-21,2020-21,18,State Public Charter School Authority ,55204.2,Doral W Pebble MS,SPCSA,charter,State Public Charter School Authority,MS,5,5,4-5,100.0,99.0,103.0,104.0,110.0,111.0,121.0,121.0,118.0,0.0,0.0,0.0,0.0,627.0,360.0,0.0,360.0,NDE_Validation_Day_Enrollment_2020_21.xlsx,SchoolRatings_MASTER_2020-21.csv,high,pandemic_irregular
